case_id,institution,laboratory,test,city,category,application_year,years_since_application,status,status_label,inference
2025LDTS01160,小禾馨小兒專科診所,慧智基因醫學實驗室,慧智帶因篩檢v1.0,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01161,小禾馨小兒專科診所,慧智基因醫學實驗室,慧智帶因篩檢v2.0,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01162,小禾馨小兒專科診所,慧智基因醫學實驗室,慧智帶因篩檢v3.0,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01163,小禾馨小兒專科診所,慧智基因醫學實驗室,慧智新生兒基因篩檢v1.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01164,小禾馨小兒專科診所,慧智基因醫學實驗室,慧智新生兒基因篩檢v2.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01165,小禾馨小兒專科診所,慧智基因醫學實驗室,慧智新生兒基因篩檢v3.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01154,小禾馨小兒專科診所,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v1.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01155,小禾馨小兒專科診所,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v2.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01156,小禾馨小兒專科診所,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v3.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01150,小禾馨小兒專科診所,慧智基因醫學實驗室,海洋性貧血基因檢測-HBA、HBB基因,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01149,小禾馨小兒專科診所,慧智基因醫學實驗室,異位性皮膚炎過敏基因檢測-FLG基因,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01170,小禾馨小兒專科診所,和平婦產科診所細胞遺傳實驗室,細胞染色體檢查,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01159,小禾馨小兒專科診所,慧智基因醫學實驗室,胚胎著床前單基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01158,小禾馨小兒專科診所,慧智基因醫學實驗室,胚胎著床前染色體篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01146,小禾馨小兒專科診所,慧智基因醫學實驗室,脊髓性肌肉萎縮症基因檢測-SMN基因,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01148,小禾馨小兒專科診所,慧智基因醫學實驗室,葉酸代謝基因檢測-MTHFR基因,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01157,小禾馨小兒專科診所,慧智基因醫學實驗室,非侵入性胚胎著床前染色體篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00893,屏基醫療財團法人屏東基督教醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS三十八合一,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00933,屏基醫療財團法人屏東基督教醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00891,屏基醫療財團法人屏東基督教醫院,創源分生實驗室,Q寶Ultra非侵入性胎兒染色體篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00630,屏基醫療財團法人屏東基督教醫院,奇美醫療財團法人奇美醫院精準醫學核心實驗室,"c-KIT exon9, 11, 13, 17 基因突變檢測",臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00995,屏基醫療財團法人屏東基督教醫院,慧智基因醫學實驗室,慧智CGP癌症基因檢測（全方位癌症基因檢測）,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00996,屏基醫療財團法人屏東基督教醫院,慧智基因醫學實驗室,慧智HRD檢測,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00994,屏基醫療財團法人屏東基督教醫院,慧智基因醫學實驗室,慧智癌監控基因檢測-乳癌,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00993,屏基醫療財團法人屏東基督教醫院,慧智基因醫學實驗室,慧智癌監控基因檢測-肺癌,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00626,屏基醫療財團法人屏東基督教醫院,精準醫學核心實驗室,次世代定序 BRCA1、BRCA2 基因突變檢測,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00627,屏基醫療財團法人屏東基督教醫院,精準醫學核心實驗室,次世代定序 BRCA1、BRCA2 基因突變檢測（遺傳性）,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00628,屏基醫療財團法人屏東基督教醫院,精準醫學核心實驗室,次世代定序廣泛性癌症融合基因檢測,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00625,屏基醫療財團法人屏東基督教醫院,精準醫學核心實驗室,次世代定序癌症用藥基因檢測,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00624,屏基醫療財團法人屏東基督教醫院,精準醫學核心實驗室,次世代定序癌症用藥融合基因檢測,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00629,屏基醫療財團法人屏東基督教醫院,精準醫學核心實驗室,次世代定序骨髓型血液腫瘤基因檢測,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01308,屏基醫療財團法人屏東基督教醫院,國立成功大學基因體醫學中心,胚胎著床前篩檢,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01716,屏東榮民總醫院,慧智基因醫學實驗室,慧智全方位複合式晶片檢測v1.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01717,屏東榮民總醫院,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v3.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00966,康乃心婦產科診所,創源分生實驗室,孕知因多疾病帶因篩檢-安心版,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00851,康乃心婦產科診所,創源分生實驗室,腎小管發育不全基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00886,張帆婦產科診所,華聯中心實驗室,CytoOneArray染色體晶片分析,新竹縣,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01851,張帆婦產科診所,英緹檢測服務實驗室,PGT-A Pixl胚胎著床前染色體篩檢,新竹縣,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00878,張帆婦產科診所,國立成功大學基因體醫學中心,PHOX2B基因分子檢測,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01642,張帆婦產科診所,創源分生實驗室,SNP+胚胎著床前染色體篩檢 SNP added Preimplantation Genetic Testing for Aneuploidies （SNP+ PGT-A）,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01643,張帆婦產科診所,創源分生實驗室,孕知因多疾病帶因篩檢-安心版,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00879,張帆婦產科診所,國立成功大學基因體醫學中心,感覺神經性聽損基因檢測,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01641,張帆婦產科診所,創源分生實驗室,胚胎著床前染色體篩檢SNP附加分析Preimplantation Genetic Testing for Aneuploidies （PGT-A） and Additional SNP analysis,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01639,張帆婦產科診所,創源分生實驗室,腎小管發育不全基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01640,張帆婦產科診所,創源分生實驗室,藥害性聽損基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00881,張帆婦產科診所,國立成功大學基因體醫學中心,註生（助生）基因檢測,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00883,張帆婦產科診所,隱性遺傳疾病帶因檢測,隱性遺傳疾病帶因檢測,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00884,張帆婦產科診所,國立成功大學基因體醫學中心,骨發育不全症基因檢測,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01627,彰化基督教醫療財團法人彰化基督教醫院,精準醫學核心實驗室,KIT及PDGFRA基因突變檢測,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01573,彰化基督教醫療財團法人彰化基督教醫院,精準醫學核心實驗,次世代定序癌症用藥基因檢測,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00795,彰化基督教醫療財團法人彰化基督教醫院,金萬林實驗室,血液腫瘤用藥檢測,新北市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01711,彰化基督教醫療財團法人雲林基督教醫院,行動基因臨床分子醫學實驗室,ACTFusion癌融克癌症基因檢測,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01710,彰化基督教醫療財團法人雲林基督教醫院,行動基因臨床分子醫學實驗室,ACTHRD帕癌檢癌症基因檢測,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01712,彰化基督教醫療財團法人雲林基督教醫院,行動基因臨床分子醫學實驗室,ACTLung肺核克癌症基因檢測,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01713,彰化基督教醫療財團法人雲林基督教醫院,行動基因臨床分子醫學實驗室,ACTOnco+癌安克癌症基因檢測,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01275,御生婦幼診所,創源分生實驗室,孕知因多疾病帶因篩檢-安心版,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01746,御生婦幼診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢 （含空間排列錯置風險評估）,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00861,御生婦幼診所,創源分生實驗室,腎小管發育不全基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01607,御生婦幼診所,創源分生實驗室,葉酸代謝基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00427,忠孝世賓婦產科診所,國立成功大學基因體醫學中心,FMR1基因分子檢測,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01847,忠孝世賓婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01850,忠孝世賓婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS三十八合一,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01848,忠孝世賓婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00428,忠孝世賓婦產科診所,國立成功大學基因體醫學中心,SMN1／SMN2基因分子檢測,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01740,忠孝世賓婦產科診所,創源分生實驗室,SNP晶片染色體篩檢-750K,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01739,忠孝世賓婦產科診所,創源分生實驗室,SNP晶片染色體篩檢-HD,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00430,忠孝世賓婦產科診所,台灣生醫醫事檢驗所,X染色體脆折症FMR1基因分析,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01736,忠孝世賓婦產科診所,創源分生實驗室,X染色體脆折症帶因篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01821,忠孝世賓婦產科診所,創源分生實驗室,唐氏症次世代定序篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01048,忠孝世賓婦產科診所,創源分生實驗室,孕知因多疾病帶因篩檢-安心版,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00429,忠孝世賓婦產科診所,國立成功大學基因體醫學中心,感覺神經性聽損基因檢測,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00406,忠孝世賓婦產科診所,基因飛躍生命科學實驗室,細胞基因體晶片檢驗,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00431,忠孝世賓婦產科診所,台灣生醫醫事檢驗所,脊髓性肌肉萎縮症SMN基因分析,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01737,忠孝世賓婦產科診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01738,忠孝世賓婦產科診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢 （含空間排列錯置風險評估）,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00719,忠孝世賓婦產科診所,創源分生實驗室,腎小管發育不全基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01558,忠孝世賓婦產科診所,創源分生實驗室,葉酸代謝基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01336,忠孝世賓婦產科診所,創源分生實驗室,藥害性聽損基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00424,忠孝世賓婦產科診所,國立成功大學基因體醫學中心,非侵入性產前染色體檢測-NIPT1.0,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00425,忠孝世賓婦產科診所,國立成功大學基因體醫學中心,非侵入性產前染色體檢測-NIPT2.0,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00426,忠孝世賓婦產科診所,國立成功大學基因體醫學中心,非侵入性產前染色體檢測-NIPT3.0,臺南市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01072,快樂診所,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v2.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01073,快樂診所,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v3.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00810,恆基醫療財團法人恆春基督教醫院,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v3.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01515,惠心婦產科小兒科診所,創源分生實驗室,孕知因多疾病帶因篩檢-安心版,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01514,惠心婦產科小兒科診所,創源分生實驗室,腎小管發育不全基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01611,惠心婦產科小兒科診所,創源分生實驗室,葉酸代謝基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00149,愛文婦產科診所,創源分生實驗室,N IPT 非侵入性胎兒染色體檢測 Q 寶,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00150,愛文婦產科診所,創源分生實驗室,NIPT 非侵入性胎兒染色體檢測 Q 寶 PLUS 十四合一,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01765,愛文婦產科診所,創源分生實驗室,SNP晶片染色體篩檢-750K,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01764,愛文婦產科診所,創源分生實驗室,X染色體脆折症帶因篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00148,愛文婦產科診所,創源分生實驗室,唐氏症次世代定序篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01049,愛文婦產科診所,創源分生實驗室,孕知因多疾病帶因篩檢-安心版,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01767,愛文婦產科診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01749,愛文婦產科診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢 （含空間排列錯置風險評估）,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00862,愛文婦產科診所,創源分生實驗室,腎小管發育不全基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01664,愛文婦產科診所,創源分生實驗室,葉酸代謝基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00469,愛群婦產科診所,英緹檢測服務實驗室,Embryo46胚胎著床前染色體非整倍體檢測,新竹縣,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00452,愛群婦產科診所,英緹檢測服務實驗室,Embryo46胚胎著床前染色體非整倍體檢測,新竹縣,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00077,愛群婦產科診所,欣奕醫事檢驗所,X染色體脆折症基因檢測,新北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01137,愛群婦產科診所,慧智基因醫學實驗室,X染色體脆折症基因檢測-FMR1基因,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00079,愛群婦產科診所,欣奕醫事檢驗所,亨丁頓舞蹈症基因檢測,新北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01124,愛群婦產科診所,慧智基因醫學實驗室,全外顯子定序基因檢測,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01135,愛群婦產科診所,慧智基因醫學實驗室,慧智全方位複合式晶片檢測v1.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01134,愛群婦產科診所,慧智基因醫學實驗室,慧智全方位複合式晶片檢測v2.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01133,愛群婦產科診所,慧智基因醫學實驗室,慧智全方位複合式晶片檢測v3.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01127,愛群婦產科診所,慧智基因醫學實驗室,慧智帶因篩檢v1.0,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01126,愛群婦產科診所,慧智基因醫學實驗室,慧智帶因篩檢v2.0,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01125,愛群婦產科診所,慧智基因醫學實驗室,慧智帶因篩檢v3.0,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01132,愛群婦產科診所,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v1.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01131,愛群婦產科診所,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v2.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01130,愛群婦產科診所,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v3.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01136,愛群婦產科診所,慧智基因醫學實驗室,海洋性貧血基因檢測-HBA、HBB基因,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01123,愛群婦產科診所,和平婦產科診所細胞遺傳實驗室,細胞染色體檢查,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01128,愛群婦產科診所,慧智基因醫學實驗室,胚胎著床前單基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01129,愛群婦產科診所,慧智基因醫學實驗室,胚胎著床前染色體篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00078,愛群婦產科診所,欣奕醫事檢驗所,脊髓性肌肉萎縮症基因檢測,新北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS01138,愛群婦產科診所,慧智基因醫學實驗室,脊髓性肌肉萎縮症基因檢測-SMN基因,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00080,愛群婦產科診所,欣奕醫事檢驗所,葉酸代謝基因檢測,新北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00083,愛群婦產科診所,欣奕醫事檢驗所,非侵入性胎兒染色體基因檢測-NIFTY PLUS（單胞胎）（39項）,新北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00084,愛群婦產科診所,欣奕醫事檢驗所,非侵入性胎兒染色體基因檢測-NIFTY PRO（單胞胎）（111項）,新北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00082,愛群婦產科診所,欣奕醫事檢驗所,非侵入性胎兒染色體基因檢測-NIFTY（單胞胎）（7項）,新北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00081,愛群婦產科診所,欣奕醫事檢驗所,非侵入性胎兒染色體基因檢測-NIFTY（雙胞胎）（3項）,新北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00731,慈銘婦產科診所,慧智基因醫學實驗室,X染色體脆折症基因檢測-FMR1基因,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00744,慈銘婦產科診所,慧智基因醫學實驗室,先天中樞性換氣不足症候群基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00743,慈銘婦產科診所,慧智基因醫學實驗室,感覺神經性聽損基因檢測,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00734,慈銘婦產科診所,慧智基因醫學實驗室,慧智全方位複合式晶片檢測v1.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00735,慈銘婦產科診所,慧智基因醫學實驗室,慧智全方位複合式晶片檢測v2.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00736,慈銘婦產科診所,慧智基因醫學實驗室,慧智全方位複合式晶片檢測v3.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00737,慈銘婦產科診所,慧智基因醫學實驗室,慧智帶因篩檢v1.0,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00738,慈銘婦產科診所,慧智基因醫學實驗室,慧智帶因篩檢v2.0,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00739,慈銘婦產科診所,慧智基因醫學實驗室,慧智帶因篩檢v3.0,臺北市,遺傳代謝與罕見疾病之基因檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00740,慈銘婦產科診所,慧智基因醫學實驗室,慧智新生兒基因篩檢v1.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
2025LDTS00741,慈銘婦產科診所,慧智基因醫學實驗室,慧智新生兒基因篩檢v2.0,臺北市,產前及新生兒染色體與基因變異檢測,2025,1,safe,安全・2025・近期,持續追蹤
