case_id,institution,laboratory,test,city,category,application_year,years_since_application,status,status_label,inference
2023LDTB0038,中國醫藥大學附設醫院,基因醫學部細胞遺傳研究室,其他染色體分析,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0039,中國醫藥大學附設醫院,基因醫學部細胞遺傳研究室,絨毛染色體分析(處理培養檢查與染色體判讀檢查),臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0035,中國醫藥大學附設醫院,基因醫學部細胞遺傳研究室,羊水染色體分析,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0036,中國醫藥大學附設醫院,基因醫學部細胞遺傳研究室,血液染色體分析,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0443,佑民醫療社團法人佑民醫院,創源分生實驗室,X染色體脆折症帶因篩檢,南投縣,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0445,佑民醫療社團法人佑民醫院,創源分生實驗室,唐氏症次世代定序篩檢,南投縣,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0444,佑民醫療社團法人佑民醫院,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,南投縣,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0291,佑生婦產科診所,華聯中心實驗室,CytoOneArray染色體晶片分析,臺南市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0121,佩佩婦幼診所,特殊生化組實驗室,X染色體脆折症帶原檢查,臺北市,遺傳代謝與罕見疾病之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0120,佩佩婦幼診所,特殊生化組實驗室,脊髓性肌肉萎縮症帶原檢查,臺北市,遺傳代謝與罕見疾病之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0317,俊亨婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0318,俊亨婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0319,俊亨婦產科診所,創源分生實驗室,SNP晶片染色體篩檢-750K,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0315,俊亨婦產科診所,創源分生實驗室,X染色體脆折症帶因篩檢,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0316,俊亨婦產科診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0689,優生醫療社團法人優生醫院,華聯中心實驗室,CytoOneArray染色體晶片分析,屏東縣,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0107,優生醫療社團法人優生醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,屏東縣,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0106,優生醫療社團法人優生醫院,創源分生實驗室,唐氏症次世代定序篩檢,屏東縣,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0067,元程婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0068,元程婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0064,元程婦產科診所,創源分生實驗室,X染色體脆折症帶因篩檢,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0066,元程婦產科診所,創源分生實驗室,唐氏症次世代定序篩檢,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0065,元程婦產科診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0374,光田醫療社團法人光田綜合醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0375,光田醫療社團法人光田綜合醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0373,光田醫療社團法人光田綜合醫院,創源分生實驗室,SNP晶片染色體篩檢-750K,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0376,光田醫療社團法人光田綜合醫院,慧智基因醫學實驗室,X染色體脆折症基因檢測-FMR1基因,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0379,光田醫療社團法人光田綜合醫院,慧智基因醫學實驗室,先天中樞性換氣不足症候群基因檢測,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0378,光田醫療社團法人光田綜合醫院,慧智基因醫學實驗室,感覺神經性聽損基因檢測,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0377,光田醫療社團法人光田綜合醫院,慧智基因醫學實驗室,慧智新生兒基因篩檢v1.0,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0372,光田醫療社團法人光田綜合醫院,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0072,劉賢平婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0073,劉賢平婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0074,劉賢平婦產科診所,創源分生實驗室,SNP晶片染色體篩檢-750K,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0069,劉賢平婦產科診所,創源分生實驗室,X染色體脆折症帶因篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0071,劉賢平婦產科診所,創源分生實驗室,唐氏症次世代定序篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0070,劉賢平婦產科診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0177,協和婦女醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0126,協和婦女醫院,創源分生實驗室,SNP 晶片染色體篩檢-750K,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0127,協和婦女醫院,創源分生實驗室,SNP 晶片染色體篩檢-HD,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0178,博愛蕙馨醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,高雄市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0125,博愛蕙馨醫院,創源分生實驗室,SNP 晶片染色體篩檢-750K,高雄市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0123,博愛蕙馨醫院,創源分生實驗室,X染色體脆折症帶因篩檢,高雄市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0124,博愛蕙馨醫院,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,高雄市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0383,博生婦產科診所,基龍米克斯實驗室,FMR1基因分子檢測,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0384,博生婦產科診所,基龍米克斯實驗室,SMN1/SMN2基因分子檢測,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0260,博生婦產科診所,創源分生實驗室,SNP晶片染色體篩檢-750K,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0261,博生婦產科診所,創源分生實驗室,SNP晶片染色體篩檢-HD,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0258,博生婦產科診所,創源分生實驗室,X染色體脆折症帶因篩檢,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0259,博生婦產科診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0381,博生婦產科診所,彰化基督教醫療財團法人彰化基督教醫院基因醫學部,非侵入性胎兒染色體檢測-升級型,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0380,博生婦產科診所,彰化基督教醫療財團法人彰化基督教醫院基因醫學部,非侵入性胎兒染色體檢測-基本型,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0382,博生婦產科診所,彰化基督教醫療財團法人彰化基督教醫院基因醫學部,非侵入性胎兒染色體檢測-頂級型,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0174,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,X染色體脆折症基因檢測-FMR1 基因,臺南市,遺傳代謝與罕見疾病之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0167,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,慧智全方位複合式晶片檢測v1.0,臺南市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0168,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,慧智癌監控v1.0,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0169,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,慧智癌監控v2.1,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0170,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,慧智癌監控v2.2,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0171,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,慧智癌監控v3.0,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0172,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,慧智癌風險-BRCA1 2基因檢測,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0164,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,慧智非侵產前染色體篩檢v1.0,臺南市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0165,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,慧智非侵產前染色體篩檢v2.0,臺南市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0166,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,慧智非侵產前染色體篩檢v3.0,臺南市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0175,台南市立醫院(委託秀傳醫療社團法人經營),和平婦產科診所 細胞遺傳實驗室,細胞染色體檢查,臺南市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0173,台南市立醫院(委託秀傳醫療社團法人經營),慧智基因醫學實驗室,脊髓性肌肉萎縮症基因檢測-SMN 基因,臺南市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0225,台南市立醫院(委託秀傳醫療社團法人經營),麗寶醫事檢驗所,麗寶BRCA1/2 遺傳性基因檢測,臺南市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0446,台安診所,國立成功大學基因體醫學中心,非侵入性產前染色體檢測-NIPT1.0,臺南市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0447,台安診所,國立成功大學基因體醫學中心,非侵入性產前染色體檢測-NIPT2.0,臺南市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0711,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0712,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0709,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,創源分生實驗室,X染色體脆折症帶因篩檢,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0718,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,慧智基因醫學實驗室,感覺神經性聽損基因檢測,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0717,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,慧智基因醫學實驗室,慧智非侵產前染色體篩檢v2.0,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0710,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,新北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0342,吳峻賢婦產科診所,創源分生實驗室,SNP晶片染色體篩檢-750K,臺南市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0078,呂其嘉婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0079,呂其嘉婦產科診所,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0075,呂其嘉婦產科診所,創源分生實驗室,X染色體脆折症帶因篩檢,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0077,呂其嘉婦產科診所,創源分生實驗室,唐氏症次世代定序篩檢,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0076,呂其嘉婦產科診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0108,喜月婦產科診所,創源分生實驗室,X染色體脆折症帶因篩檢,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0110,喜月婦產科診所,創源分生實驗室,唐氏症次世代定序篩檢,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0109,喜月婦產科診所,創源分生實驗室,脊髓性肌肉萎縮症帶因篩檢,臺中市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0019,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,(蠟塊切片)B細胞免疫球蛋白基因重排檢驗,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0021,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,(蠟塊切片)T細胞受體基因重排檢驗,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0018,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,B細胞免疫球蛋白基因重排檢驗,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0020,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,T細胞受體基因重排檢驗,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0022,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,急性骨髓性白血病之CEBPA突變基因篩檢,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0010,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,急性骨髓性白血病之FLT3/ITD突變篩檢,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0013,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,急性骨髓性白血病之FLT3/TKD突變篩檢,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0011,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,急性骨髓性白血病之NPM1突變篩檢,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0023,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,急性骨髓性白血病之RUNX1突變基因篩檢,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0024,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,急性骨髓性白血病之c-KIT突變基因篩檢,臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0012,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,甲型地中海型貧血基因診斷,臺北市,遺傳代謝與罕見疾病之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0014,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,白血病BCR-ABL1融合基因定量分析(含初次篩檢),臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0015,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,白血病CBFB-MYH11融合基因定量分析(含初次篩檢),臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0016,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,白血病PML-RARα融合基因定量分析(含初次篩檢),臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0017,國立台灣大學醫學院附設醫院,國立台灣大學醫學院附設醫院檢驗醫學部,白血病RUNX1-RUNX1T1(t(8;21))融合基因定量分析(含初次篩檢),臺北市,癌症篩檢、診斷、治療及預後之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0256,國軍桃園總醫院新竹分院附設民眾診療服務處,特殊生化組實驗室,X染色體脆折症,新竹市,遺傳代謝與罕見疾病之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0255,國軍桃園總醫院新竹分院附設民眾診療服務處,特殊生化組實驗室,脊髓性肌肉萎縮症,新竹市,遺傳代謝與罕見疾病之基因檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0257,國軍桃園總醫院新竹分院附設民眾診療服務處,特殊生化組實驗室,非侵入性染色體檢查,新竹市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0030,基督復臨安息日會醫療財團法人臺安醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0031,基督復臨安息日會醫療財團法人臺安醫院,創源分生實驗室,NIPT非侵入性胎兒染色體檢測Q寶PLUS十四合一,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
2023LDTB0034,基督復臨安息日會醫療財團法人臺安醫院,創源分生實驗室,SNP晶片染色體篩檢-750K,臺北市,產前及新生兒染色體與基因變異檢測,2023,3,opportunity,機會・2023・第 3 年,目前資料未見較新相同機構／實驗室／檢測案件；待確認
